AltAGL,Time,AltB,AltGPS,AltMSL,AltMSL Lag Diff,amp1,COM1,COM2,CRS,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,HAL,HCDI,HDG,HPLfd,HPLwas,IAS,LatAc,Latitude,Longitude,MagVar,NormAc,OAT,Pitch,Roll,TAS,Total Fuel,TRK,volt1,VPLwas,VSpd,VSpdG,WndDr,WndSpd,WptBrg,WptDst
2361,1185,3101.6,3116.9,3204.5,133.7,0.7,132.3,124.575,270,1321.68,1345.44,1342.8,1303.62,13.19,73.71,188.14,2403.1,24,23.73,93.71,3704,NaN,100.6,19,11,77.08,0,47.9225197,-97.1727295,3.1,-0.06,19,10,1.41,82,47.73,102.8,28,15,809.89,846.5,-63.1,13.19,NaN,NaN
2375,1186,3117.6,3130.7,3218.3,135.9,0.7,132.3,124.575,270,1321.03,1343.66,1343.16,1302.89,13.13,73.97,188.21,2400.7,24,23.84,93.44,3704,NaN,100.1,19,11,76.52,-0.02,47.9224014,-97.1721191,3.1,-0.03,19,9.6,1.21,81,47.84,102.9,28,15,823.29,822.8,-62.8,13.2,NaN,NaN
2387,1187,3131.6,3142.5,3230,136.3,0.7,132.3,124.575,270,1320.71,1343.14,1344.07,1301.97,13.11,74.01,188.28,2402.2,24,23.75,93.36,3704,NaN,100.3,19.5,11,76.87,-0.01,47.9222794,-97.1714935,3.1,-0.1,19,9.2,0.79,82,47.75,102.9,28,15,831.65,748,-62.6,13.19,NaN,NaN
2398,1188,3142.6,3153.7,3241.2,135.2,0.7,132.3,124.575,270,1320.37,1342.84,1341.12,1301.89,13.07,73.83,188.35,2399.9,24,23.81,93.38,3704,NaN,100.5,19,11,76.7,0.02,47.9221611,-97.1708832,3.1,-0.05,19,9.09,0.43,82,47.81,103,28,15,793.66,637.8,-62.3,13.19,NaN,NaN
2406,1189,3150.6,3162.3,3249.8,130.8,0.9,132.3,124.575,270,1321.1,1341.87,1338.55,1302.05,13.05,74.06,188.42,2400.9,24,23.92,93.48,3704,NaN,100.2,18.5,11,76.49,0,47.9220467,-97.1702576,3.1,-0.08,18.8,8.45,1.98,81,47.92,103,28,14,685.48,594.5,-62,13.17,NaN,NaN
2415,1190,3161.6,3171.3,3258.9,126.2,0.8,132.3,124.575,270,1321.53,1340.99,1336.85,1301.3,13.01,74.19,188.55,2403.6,24,23.83,93.71,3704,NaN,100.4,18.5,11,76.82,-0.01,47.9219208,-97.1696472,3.1,-0.04,18.8,7.89,1.69,82,47.83,103.1,28,14,644.98,551.2,-61.7,13.15,NaN,NaN
2424,1191,3171.6,3179.8,3267.4,120.9,0.7,132.3,124.575,270,1323.71,1342.12,1337.48,1300.76,13.07,74.46,188.64,2406.7,24,23.89,94.06,3704,NaN,101,19,11,77.65,0,47.9217987,-97.1690216,3.1,0.05,18.8,7.66,1.85,83,47.89,103.3,28,15,609.43,515.7,-61.4,13.13,NaN,NaN
2432,1192,3180.6,3187.7,3275.3,115.5,0.7,132.3,124.575,270,1325.06,1343.24,1337.89,1299.38,13.11,74.19,188.72,2408.6,24,23.99,94.45,3704,NaN,101.2,19,11,78.13,0,47.921669,-97.1684036,3.1,0.08,18.8,8.03,1.68,83,47.99,103.6,28,15,569.68,480.3,-61,13.1,NaN,NaN
2440,1193,3187.6,3196.3,3283.9,107.9,0.6,132.3,124.575,270,1325.3,1343.86,1339.21,1299.32,13.14,74.3,188.74,2404.4,24,23.94,94.82,3704,NaN,101.1,19.5,11,77.91,-0.03,47.9215469,-97.1677704,3.1,-0.01,18.8,7.73,-0.1,83,47.94,103.7,28,15,507.5,476.4,-60.7,13.07,NaN,NaN
2447,1194,3193.6,3203,3290.5,100.2,0.6,132.3,124.575,270,1325.01,1343.95,1338.89,1298.77,13.14,74.44,188.8,2407.2,24,23.86,95.29,3704,NaN,101.7,19,11,77.28,0,47.9214172,-97.1671448,3.1,0,18.8,7.13,-0.25,82,47.86,103.6,28,15,452.51,456.7,-60.4,13.04,NaN,NaN
2456,1195,3201.6,3211.6,3299.2,94.7,0.7,132.3,124.575,270,1323.57,1344.38,1335.89,1299.26,13.09,74.37,188.87,2407.8,24,23.9,95.81,3704,NaN,101.6,18.5,11,78.09,-0.01,47.9212952,-97.1665192,3.1,0.02,18.8,7.1,-0.63,83,47.9,103.4,28,14,451.69,444.9,-60.2,13,NaN,NaN
2463,1196,3209.6,3219.1,3306.7,88.4,0.7,132.3,124.575,270,1322.25,1344,1335.6,1299.84,13.14,74.5,188.95,2409,24,23.8,96.32,3704,NaN,101.5,18.5,11,78.52,0,47.9211655,-97.1658783,3.1,0.01,18.5,7.45,-1.29,84,47.8,103.3,28,14,447.71,440.9,-59.9,12.98,NaN,NaN
2471,1197,3215.6,3227,3314.6,84.6,0.7,132.3,124.575,270,1322.2,1343.04,1336.79,1300.52,13.13,74.84,189.03,2408.7,24,23.78,96.71,3704,NaN,100.6,19,11,78.61,-0.03,47.9210434,-97.1652374,3.1,0.14,18.5,7.81,-1.2,84,47.78,103,28,15,414.84,468.5,-59.8,12.96,NaN,NaN
2485,1198,3223.6,3236.4,3324,82.8,0.7,132.3,124.575,270,1321.39,1342.28,1337.52,1301.65,13.11,74.85,189.09,2411.4,24,23.64,97.1,3704,NaN,100.2,19,11,78.59,-0.03,47.9209213,-97.1645889,3.1,0,18.5,7.2,-0.24,84,47.64,102.7,28,15,413.82,559.1,-59.6,12.94,NaN,NaN
2494,1199,3233.6,3245.4,3333,83.2,0.6,132.3,124.575,270,1321.81,1342.3,1338.79,1301.19,13.14,74.62,189.16,2413.7,24,23.68,97.5,3704,NaN,100.5,19.5,11,79.36,0.01,47.9207993,-97.1639404,3.1,0.03,18.5,7.65,-1.2,85,47.68,102.4,28,15,491.3,574.8,-59.5,12.93,NaN,NaN
2504,1200,3241.6,3256.3,3343.9,85,0.7,132.3,124.575,270,1320.07,1342.63,1337.98,1301.42,13.15,74.38,189.22,2414.7,24,23.84,97.81,3704,NaN,99.9,19,11,78.49,-0.01,47.920681,-97.1632919,3.1,0,18.5,7.97,-0.8,84,47.84,102.3,28,15,500.99,610.2,-59.4,12.93,NaN,NaN
2514,1201,3253.6,3266.4,3353.9,86.5,0.7,132.3,124.575,270,1319.47,1342.19,1337.89,1300.79,13.18,74.48,189.29,2418.2,24,23.56,97.93,3704,NaN,99.9,18.5,11,80.38,0.01,47.9205666,-97.1626434,3.1,0.06,18.5,8.39,-1.21,86,47.56,102,28,14,570.1,669.3,-59.3,12.93,NaN,NaN
2528,1202,3263.6,3279.6,3367.4,92.1,0.7,132.3,124.575,270,1319.49,1342.56,1339.15,1298.82,13.24,74.6,189.35,2416,24,23.67,97.91,3704,NaN,99.6,18.5,11,79.93,0,47.9204521,-97.1619949,3.1,0.11,18.5,8.81,-0.43,85,47.67,101.8,28,14,575.84,791.3,-59.3,12.94,NaN,NaN
2543,1203,3277.6,3294.4,3382.2,98.3,0.9,132.3,124.575,270,1318.51,1341.52,1338.97,1298.63,13.3,74.53,189.38,2420.1,24,23.68,97.68,3704,NaN,98.9,18.5,11,80.71,-0.01,47.9203339,-97.1613388,3.1,0.04,18.2,9.76,-0.88,86,47.68,101.7,28,15,669.83,885.8,-59.3,12.95,NaN,NaN
2559,1204,3292.6,3310.6,3398.5,108,0.7,132.3,124.575,270,1317.07,1340.98,1337.14,1298.38,13.28,74.93,189.44,2419.3,24,23.39,97.19,3704,NaN,98.6,19,11,80.86,0,47.9202194,-97.1606979,3.1,0,18.2,10.18,-0.65,86,47.39,101.5,28,15,769.57,968.5,-59.2,12.95,NaN,NaN
2576,1205,3309.6,3327.9,3415.7,116.5,0.7,132.3,124.575,270,1316.73,1340.27,1334.28,1298.16,13.22,75,189.49,2418.5,24,23.53,96.55,3704,NaN,98.7,19.5,11,80.34,-0.02,47.9201088,-97.1600494,3.1,0,18.2,11.05,0.49,86,47.53,101.4,28,15,861.91,1000,-59.2,12.94,NaN,NaN
2588,1206,3325.6,3343.7,3431.5,124.8,0.8,132.3,124.575,270,1316.17,1341.31,1332.28,1298.16,13.24,74.69,189.52,2410.2,24,23.68,95.83,3704,NaN,99.3,19,11,79.04,-0.01,47.9199982,-97.1594162,3.1,-0.05,18.2,11.06,-0.4,84,47.68,101.3,28,15,921.26,984.3,-59.1,12.93,NaN,NaN
2610,1207,3339.6,3361.6,3449.4,134.8,0.6,132.3,124.575,270,1315.55,1341.45,1333.64,1295.99,13.2,74.64,189.54,2408.6,24,23.76,95.07,3704,NaN,99.9,18.5,11,78.76,0.04,47.9198875,-97.158783,3.1,-0.05,18.2,10.4,-0.24,84,47.76,101.2,28,14,911.8,992.1,-59.1,12.92,NaN,NaN
2626,1208,3355.6,3378,3465.8,141.8,0.7,132.3,124.575,270,1316.75,1340.53,1331.92,1295.77,13.19,74.48,189.62,2406.5,24,23.91,94.61,3704,NaN,98.3,18.5,11,77.97,-0.03,47.9197769,-97.1581497,3.1,-0.2,18.2,8.42,-1.36,83,47.91,101.2,28,14,907.05,976.4,-59,12.9,NaN,NaN
2639,1209,3375.6,3390.7,3478.5,145.5,0.7,132.3,124.575,270,1314.77,1339.53,1329.82,1295.54,13.15,74.32,189.68,2407.5,24,23.52,94.68,3704,NaN,98.1,18.5,11,78.25,-0.01,47.9196739,-97.1575241,3.1,-0.1,18.2,7.33,-3.01,84,47.52,100.8,28,15,1003.45,771.7,-59,12.87,NaN,NaN
2648,1210,3386.6,3399.5,3487.4,143.5,0.7,132.3,124.575,270,1314.35,1339.54,1330.5,1295.02,13.14,74.52,189.77,2407.4,24,23.64,95.07,3704,NaN,98.5,19,11,79.09,0.01,47.9195709,-97.1568832,3.1,-0.12,18.2,6.6,-2.37,84,47.64,100.3,28,15,936.22,543.3,-59,12.83,NaN,NaN
2654,1211,3392.6,3405.6,3493.4,139.5,0.7,132.3,124.575,270,1315.38,1337.94,1332.38,1296.67,13.13,74.32,189.84,2411.4,24,23.79,95.68,3704,NaN,97.2,19.5,11,78.92,0.01,47.9194756,-97.1562424,3.1,-0.06,18,5.75,-2.89,84,47.79,99.8,28,15,724.71,405.5,-59,12.79,NaN,NaN
2660,1212,3400.6,3411.4,3499.2,131.8,0.7,132.3,124.575,270,1316.68,1336.77,1331.43,1297.1,13.18,74.61,189.89,2416.6,24,23.8,96.4,3704,NaN,96.3,19,11,80.5,0,47.9193802,-97.1555862,3.1,-0.04,18,5.27,-3.16,86,47.8,99.3,28,15,588.34,315,-59,12.74,NaN,NaN
2663,1213,3405.6,3414.4,3502.2,120,0.7,132.3,124.575,270,1318.45,1336.19,1329.94,1297.65,13.17,74.35,189.94,2416.7,24,23.56,97.29,3704,NaN,96,18.5,11,80.57,0.01,47.9192848,-97.1549377,3.1,0,18,4.89,-2.93,86,47.56,98.6,28,14,470.91,228.3,-58.9,12.69,NaN,NaN
2666,1214,3406.6,3418.1,3505.9,107.4,0.7,132.3,124.575,270,1320.05,1336.77,1330.23,1298.51,13.21,74.65,190.01,2422.6,24,23.6,98.24,3704,NaN,95.2,18.5,11,81.01,-0.03,47.9192047,-97.154274,3.1,0.05,18,5.22,-2.54,87,47.6,97.9,28,14,308.34,224.4,-58.9,12.63,NaN,NaN
2668,1215,3411.6,3423.6,3511.5,95.8,0.7,132.3,124.575,270,1319.7,1337.35,1331.96,1299.08,13.19,74.95,190.1,2430.1,24,23.51,99.12,3704,NaN,94.8,18.5,11,82.14,0,47.919117,-97.153595,3.1,0.06,18,5.7,-2.98,88,47.51,97.4,28,15,249.16,326.8,-58.9,12.58,NaN,NaN
2675,1216,3417.6,3430.4,3518.2,86.7,0.6,132.3,124.575,270,1319.77,1337.44,1330.49,1298.15,13.22,74.84,190.18,2431.9,24,23.59,99.74,3704,NaN,94.1,19,11,82.57,0,47.9190407,-97.152916,3.1,0.05,18,6.67,-1.57,88,47.59,96.9,28,15,268.07,397.6,-58.8,12.52,NaN,NaN
2688,1217,3424.6,3440.1,3527.9,78.5,0.7,132.3,124.575,270,1319.43,1338.13,1330.85,1297.54,13.3,75.07,190.25,2435.3,24,23.57,100.03,3704,NaN,93.9,19.5,11,83.44,0,47.9189568,-97.1522446,3.1,0.06,17.8,7.27,-1.36,89,47.57,96.5,28,15,331.67,527.6,-58.8,12.47,NaN,NaN
2700,1218,3434.6,3451.4,3539.3,73.5,0.7,132.3,124.575,270,1317.93,1339.25,1332.02,1298.27,13.33,75.34,190.28,2435.9,23.84,23.53,100.05,3704,NaN,93.8,19,11,84.1,0.01,47.9188843,-97.1515579,3.1,0.03,17.8,8.09,-0.79,90,47.37,96.2,28,15,405.69,700.8,-58.8,12.42,NaN,NaN
2714,1219,3445.6,3465.3,3553.1,74.6,0.8,132.3,124.575,270,1317.4,1339.11,1330.06,1297.25,13.37,75.18,190.29,2434.3,23.75,23.56,99.84,3704,NaN,93.6,18.5,11,83.26,0.01,47.9188118,-97.1508865,3.1,0.1,17.8,8.94,-0.98,89,47.31,96,28,14,517,815,-58.8,12.37,NaN,NaN
2729,1220,3460.6,3480.6,3568.4,81,0.9,132.3,124.575,270,1317.46,1339.14,1327.02,1295.98,13.38,75.01,190.35,2431,23.76,23.68,99.43,3704,NaN,92.9,18.5,11,82.75,-0.01,47.9187431,-97.1502075,3.1,0.01,17.8,9.44,-1.29,88,47.44,95.8,28,14,641.96,905.5,-58.9,12.31,NaN,NaN
2744,1221,3475.6,3496,3583.8,90.4,0.7,132.3,124.575,270,1316,1338.48,1326.24,1295.55,13.34,74.89,190.35,2426,23.81,23.62,98.94,3704,NaN,92.8,18.5,11,82.51,0.01,47.9186707,-97.1495438,3.1,0.02,17.8,8.89,-1.38,88,47.43,95.6,28,14,777.68,921.3,-58.9,12.26,NaN,NaN
2759,1222,3491.6,3511,3598.8,99.6,0.7,132.3,124.575,270,1314.66,1338.32,1329.74,1295.36,13.34,75.03,190.41,2426.5,23.91,23.61,98.49,3704,NaN,92.9,19,11,83.02,0.01,47.918602,-97.1488724,3.1,-0.03,17.8,8.92,0.49,89,47.52,95.4,28,15,870.19,901.6,-59,12.22,NaN,NaN
2772,1223,3507.6,3523.7,3611.6,109.4,0.7,132.3,124.575,270,1313.9,1338.92,1329.98,1294.53,13.31,74.66,190.43,2419.1,23.95,23.59,98.16,3704,NaN,93.3,19.5,11,82.56,0.01,47.9185371,-97.148201,3.1,-0.08,17.8,8.92,-0.08,88,47.54,95.3,28,15,911.97,815,-59,12.16,NaN,NaN
2784,1224,3517.6,3535.9,3623.8,117.9,0.6,132.3,124.575,270,1313.8,1338.45,1331.1,1293.19,13.28,74.45,190.45,2418.3,24,23.73,97.97,3704,NaN,93.2,19,11,81.39,0.01,47.9184761,-97.1475372,3.1,-0.18,17.8,7.57,0.83,87,47.73,95.4,28,15,840.07,704.7,-59.1,12.11,NaN,NaN
2792,1225,3532.6,3543.5,3631.3,119.8,0.6,132.3,124.575,270,1312.42,1336.04,1326.48,1291.71,13.3,74.27,190.51,2419.5,23.83,23.54,98.18,3704,NaN,92.5,18.5,11,81.27,-0.02,47.9184036,-97.1468658,3.1,-0.16,17.8,5.36,-0.35,87,47.37,95.5,28,14,815.61,472.4,-59.2,12.06,NaN,NaN
2795,1226,3539.6,3546.2,3634,115.8,0.7,132.3,124.575,270,1311.72,1335.08,1320.99,1291.69,13.24,74.33,190.5,2421.1,23.99,23.19,99,3704,NaN,93.1,18.5,11,81.65,0.01,47.918335,-97.1461945,3.1,-0.12,17.5,3.47,0.08,87,47.18,95.4,28,14,716.08,196.9,-59.3,12.01,NaN,NaN
2794,1227,3542.6,3545.3,3633.1,105.2,0.7,132.3,124.575,270,1310.67,1335.19,1320.7,1292.21,13.25,74.48,190.53,2427.9,23.93,23.35,100.22,3704,NaN,92.9,18.5,11,82.74,-0.01,47.9182701,-97.1455078,3.1,-0.04,17.5,2.42,-0.32,89,47.28,95.4,28,14,505.05,-35.4,-59.5,11.96,NaN,NaN
2791,1228,3541.6,3542.4,3630.2,90.9,0.7,132.3,124.575,270,1311.39,1335.71,1318.75,1292.32,13.28,74.95,190.6,2437.8,23.91,23.23,101.76,3704,NaN,93.4,19,11,84.4,0,47.9182053,-97.1448135,3.1,-0.05,17.5,1.57,-0.86,90,47.14,95.3,28,15,267.14,-165.4,-59.6,11.92,NaN,NaN
2788,1229,3538.6,3539.3,3627.2,74.1,0.7,132.3,124.575,270,1311.73,1337.3,1321.83,1292.72,13.22,74.79,190.67,2429,23.58,23.2,103.33,3704,NaN,93.2,19.5,11,86.26,0.02,47.9181328,-97.1441116,3.1,0.04,17.5,2.21,-1.43,92,46.78,95.2,28,15,63.18,-220.5,-59.8,11.88,NaN,NaN
2784,1230,3534.6,3536.1,3623.9,55.5,0.5,132.3,124.575,270,1308.19,1335.08,1324.58,1292.13,12.81,74.05,190.71,2399.7,23.12,22.89,104.73,3704,NaN,92.6,19,11,86.72,0,47.9180641,-97.1433945,3.1,0.07,17.5,2.71,-1.66,93,46.01,95,28,15,-91.62,-192.9,-60,11.84,NaN,NaN
2783,1231,3531.6,3534.3,3622.1,38.3,0.7,132.3,124.575,270,1307.28,1333.35,1325.54,1292.27,12.54,73.77,190.7,2403.1,22.96,22.64,105.82,3704,NaN,92.1,18.5,11,87.75,0,47.9179955,-97.1426773,3.1,0.04,17.5,3.16,-1.03,94,45.6,94.8,28,14,-156.26,-122,-60.2,11.81,NaN,NaN
2782,1232,3531.6,3534.1,3621.9,23.1,0.7,132.3,124.575,270,1306.53,1332.98,1329.3,1291.1,12.35,73.78,190.71,2390.5,22.52,21.67,106.7,3704,NaN,92.2,18.5,11,88.75,-0.01,47.9179306,-97.1419525,3.1,0.07,17.2,3.64,-1.4,95,44.19,94.6,28,14,-131.09,-23.6,-60.4,11.78,NaN,NaN
2784,1233,3532.6,3536,3623.9,12.3,0.8,132.3,124.575,270,1305.18,1331.9,1331.21,1289.93,12.12,73.74,190.62,2387.6,22.23,21.4,107.32,3704,NaN,92.6,18.5,11,89.23,0,47.9178619,-97.1412201,3.1,0.07,17.2,4.09,-1.54,95,43.63,94.4,28,14,-70.67,102.4,-60.6,11.76,NaN,NaN
2789,1234,3538.6,3540.2,3628,4.2,0.9,132.3,124.575,270,1306.51,1330.41,1328.48,1291.04,11.95,74.05,190.53,2396,21.84,21.24,107.69,3704,NaN,92.2,19,11,90.95,0.01,47.9178009,-97.14048,3.1,0.1,17.2,4.65,-2.04,97,43.08,94.2,28,15,78.2,236.2,-60.8,11.75,NaN,NaN
2795,1235,3542.6,3546.3,3634.1,2.8,0.7,132.3,124.575,270,1307.85,1329.92,1326.12,1293.46,11.84,74.12,190.39,2398.2,21.65,21.39,107.81,3704,NaN,91.8,19.5,11,90.92,-0.01,47.9177437,-97.1397476,3.1,0.07,17.2,5.53,-1.4,97,43.04,94,28,15,171.23,393.7,-61,11.73,NaN,NaN
2802,1236,3553.6,3554.1,3641.9,7.9,0.7,132.3,124.575,270,1307.98,1330.65,1323.5,1293.85,11.89,74.1,190.26,2398.8,21.57,20.81,107.75,3704,NaN,91.7,19,11,91.18,0,47.9176826,-97.1390076,3.1,0.01,17.2,4.84,-1.68,98,42.38,93.8,28,15,320.84,472.4,-61.3,11.72,NaN,NaN
2810,1237,3561.6,3561.9,3649.7,16.6,0.7,132.3,124.575,270,1309.1,1332.11,1323.32,1293.15,11.87,74.02,190.1,2395.1,21.19,20.69,107.77,3704,NaN,91.7,18.5,11,91.83,0,47.9176254,-97.1382675,3.1,-0.08,17,4.32,-1.64,98,41.88,93.6,28,14,446.34,440.9,-61.5,11.69,NaN,NaN
2816,1238,3567.6,3567.7,3655.6,25.4,0.6,132.3,124.575,270,1309.63,1331.75,1321.76,1292.33,11.86,73.7,189.93,2391.1,20.92,21.29,108,3704,NaN,91.1,18.5,11,90.56,0,47.9175682,-97.1375275,3.1,-0.05,17,3.81,-1.66,97,42.21,93.5,28,14,437.74,354.3,-61.7,11.67,NaN,NaN
2820,1239,3574.6,3571.9,3659.8,32.6,0.7,132.3,124.575,270,1308.72,1332.25,1321.06,1292.58,11.86,73.76,189.7,2394.3,21.16,20.74,108.39,3704,NaN,91,19,11,91.12,0,47.917511,-97.136795,3.1,-0.07,17,3.22,-1.7,97,41.9,93.3,28,14,427.43,255.9,-61.9,11.64,NaN,NaN
2823,1240,3579.6,3574.2,3662,38.1,0.6,132.3,124.575,270,1307.49,1332.19,1321.42,1293.24,11.82,73.79,189.53,2395.5,21.24,20.64,108.91,3704,NaN,91.2,19,12,91.54,0,47.9174576,-97.1360397,3.1,-0.09,17,2.9,-0.8,98,41.88,93.1,28,15,373.41,141.7,-62.1,11.62,NaN,NaN
2824,1241,3581.6,3575.6,3663.4,41.3,0.7,132.3,124.575,270,1307.38,1331.94,1322.41,1293.18,11.84,73.71,189.39,2402.4,21,20.66,109.54,3704,NaN,91.3,19.5,11,92.15,0.02,47.9174004,-97.1352997,3.1,-0.02,17,2.53,-0.42,99,41.66,93.1,28,15,283.38,47.2,-62.3,11.6,NaN,NaN
2824,1242,3582.6,3575.8,3663.7,41.8,0.7,132.3,124.575,270,1308.83,1332.14,1322.01,1293.01,11.83,74.09,189.32,2408.2,20.71,20.74,110.22,3704,NaN,90.9,19,11,93.13,0.01,47.917347,-97.1345367,3.1,-0.04,17,2.33,-0.87,100,41.45,93.1,28,15,191.88,3.9,-62.5,11.57,NaN,NaN
2823,1243,3585.6,3574.7,3662.6,38.7,0.7,132.3,124.575,270,1307.94,1331.39,1322.67,1292.65,11.83,74.04,189.32,2410.7,21.04,20.27,110.92,3704,NaN,91.5,18.5,11,94.21,0.01,47.9172897,-97.1337891,3.1,0.02,17,2.07,-0.32,101,41.31,93,28,14,149.75,-23.6,-62.7,11.55,NaN,NaN
2822,1244,3583.6,3574,3661.9,33.9,0.7,132.3,124.575,270,1307.88,1329.88,1322.79,1293.51,11.69,73.72,189.33,2385.4,20.88,20.46,111.69,3704,NaN,91.4,18.5,11,94.24,0,47.9172325,-97.1330261,3.1,-0.04,17,1.51,0.78,101,41.34,93.1,28,14,65.33,-39.4,-62.9,11.51,NaN,NaN
2820,1245,3586.6,3572.1,3659.9,25.8,0.6,132.3,124.575,270,1307.37,1328.58,1320.89,1291.05,11.58,73.69,189.32,2381.2,20.34,19.79,112.47,3704,NaN,91.6,19,11,95,0.03,47.9171753,-97.1322479,3.1,0.01,16.8,1.11,-0.52,102,40.13,93.3,28,14,70.74,-110.2,-63.2,11.48,NaN,NaN
2818,1246,3582.6,3569.4,3657.3,15.4,0.6,132.3,124.575,270,1305.17,1327.75,1318.63,1288.62,11.51,74.01,189.29,2385.8,20.03,20.35,113.33,3704,NaN,90.9,19,12,95.46,0.03,47.9171181,-97.1314697,3.1,-0.03,16.8,0.92,-1.19,102,40.38,93.4,28,15,-20.62,-157.5,-63.4,11.45,NaN,NaN
2814,1247,3582.6,3565.3,3653.1,3.4,0.6,132.3,124.575,270,1304.49,1326.51,1316.21,1287.89,11.42,73.84,189.23,2392.6,20.04,19.46,114.18,3704,NaN,90.9,19.5,11,96.49,0.01,47.9170609,-97.1306839,3.1,0,16.8,0.76,-2.71,103,39.5,93.3,28,15,-35.79,-204.7,-63.6,11.43,NaN,NaN
2810,1248,3579.6,3561.8,3649.6,-6,0.7,132.3,124.575,270,1302.35,1324.8,1314.8,1287.08,11.29,73.72,189.19,2378.7,19.99,19.13,115,3704,NaN,91.5,19,11,97.55,0.05,47.9170036,-97.1299057,3.1,-0.02,16.8,0.77,-3.35,104,39.12,93,28,15,-85.77,-196.9,-63.7,11.41,NaN,NaN
2808,1249,3576.6,3559.2,3647,-12.8,0.6,132.3,124.575,270,1301.37,1323.44,1315.75,1285.99,11.13,73.55,189.23,2378.2,19.19,19.69,115.68,3704,NaN,89.4,18.5,11,97.92,-0.02,47.9169464,-97.1291122,3.1,0.03,16.8,1.07,-3.11,105,38.88,92.7,28,14,-153.18,-196.9,-63.9,11.39,NaN,NaN
2805,1250,3575.6,3556.6,3644.4,-17.6,0.8,132.3,124.575,270,1301.64,1323.27,1314.64,1285.05,11.09,73.31,189.22,2379.1,19.25,18.52,116.26,3704,NaN,89.6,18.5,11,98.61,0.02,47.9169006,-97.1283188,3.1,-0.03,16.8,1.23,-2.23,105,37.77,92.2,28,14,-135.5,-161.4,-64,11.37,NaN,NaN
2803,1251,3570.6,3554.8,3642.6,-20.8,0.9,132.3,124.575,270,1301.89,1323,1312.78,1284.29,11.1,73.61,189.12,2383.3,19.49,18.56,116.73,3704,NaN,89.9,19,11,99.12,0.03,47.916851,-97.1275177,3.1,0.05,16.8,1.69,-1.04,106,38.05,92,28,15,-172.28,-110.2,-64,11.36,NaN,NaN
2803,1252,3569.6,3554.6,3642.5,-21.2,0.7,132.3,124.575,270,1302.27,1323.33,1315.02,1283.87,11.08,73.78,189.06,2386,19.14,18.65,117.1,3704,NaN,89,19,12,99.05,0,47.9168053,-97.1267014,3.1,0.05,16.8,2.27,-0.62,106,37.79,92,28,15,-169.01,-11.8,-64,11.36,NaN,NaN
2808,1253,3570.6,3556.8,3644.6,-18,0.7,132.3,124.575,270,1302.2,1322.76,1314.32,1283.42,11.07,74.13,189,2390.5,19.21,18.42,117.27,3704,NaN,89.5,19.5,11,99.96,0.02,47.9167557,-97.1259079,3.1,0.05,16.8,2.72,0.13,107,37.63,92,28,15,-84.51,86.6,-64,11.36,NaN,NaN
2812,1254,3573.6,3560.2,3648,-13.9,0.6,132.3,124.575,270,1300.24,1323.08,1312.81,1282.64,11.03,74.13,188.93,2390.4,18.89,18.42,117.31,3704,NaN,89.9,19,11,99.66,0.02,47.9167061,-97.1251068,3.1,0.07,16.8,3.33,0.18,106,37.31,92.3,28,15,-0.39,185,-64,11.36,NaN,NaN
2815,1255,3575.6,3563.8,3651.7,-8.2,0.6,132.3,124.575,270,1300.57,1323.21,1312.24,1281.66,11.01,73.94,188.93,2386.8,18.94,18.58,117.17,3704,NaN,90.1,18.5,11,99.65,0.02,47.9166489,-97.1242905,3.1,0.02,16.8,3.74,0.23,106,37.52,92.4,28,14,72.43,283.5,-64,11.37,NaN,NaN
2821,1256,3581.6,3569.5,3657.3,0,0.6,132.3,124.575,270,1299.76,1321.78,1311.86,1280.7,10.96,73.81,188.99,2381.7,18.96,18.55,116.9,3704,NaN,90.4,19,11,99.17,0.02,47.9165955,-97.123497,3.1,-0.03,16.5,3.55,-0.83,106,37.51,92.6,28,14,171.54,338.6,-63.9,11.38,NaN,NaN
2826,1257,3587.6,3574.6,3662.4,9.3,0.5,132.3,124.575,270,1299.76,1321.62,1312.96,1280.42,10.99,73.63,189.01,2381.1,19.02,18.69,116.69,3704,NaN,90.7,19,11,98.93,0.02,47.9165421,-97.1226959,3.1,-0.03,16.5,3.32,-0.74,106,37.71,92.7,28,15,260.46,311,-63.9,11.4,NaN,NaN
2830,1258,3592.6,3578.5,3666.4,16.8,0.6,132.3,124.575,270,1300.93,1320.73,1312.05,1280.72,11.01,73.58,189.07,2379,18.73,18.89,116.51,3704,NaN,90.4,19,12,98.58,0,47.9164848,-97.1219025,3.1,-0.04,16.5,3.09,-0.77,105,37.62,92.8,28,15,292.83,263.8,-63.8,11.41,NaN,NaN
2836,1259,3598.6,3581.3,3669.1,22.1,0.6,132.3,124.575,270,1300.2,1319.59,1311.91,1279.93,11,73.56,189.09,2377.4,18.84,18.66,116.44,3704,NaN,90.6,19.5,11,98.54,0.01,47.9164314,-97.1211014,3.1,-0.02,16.5,2.89,-1.67,105,37.5,92.8,28,15,310.12,212.6,-63.8,11.43,NaN,NaN
