AltAGL,Time,AltB,AltGPS,AltMSL,AltMSL Lag Diff,amp1,COM1,COM2,CRS,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,HAL,HCDI,HDG,HPLfd,HPLwas,IAS,LatAc,Latitude,Longitude,MagVar,NormAc,OAT,Pitch,Roll,TAS,Total Fuel,TRK,volt1,VPLwas,VSpd,VSpdG,WndDr,WndSpd,WptBrg,WptDst
1561,1109,2330.6,2317.5,2404.9,88.4,0.8,132.3,124.575,270,1340.28,1367.58,1356.49,1321.76,13.48,75.48,183.99,2434.6,24,23.08,99.35,3704,NaN,124.4,12.5,11,81.24,-0.01,47.9271317,-97.2211533,3.2,0.04,21.5,10.77,-22.97,86,47.08,127.1,27.9,14,647.57,692.9,-41.1,10.57,NaN,NaN
1574,1110,2341.6,2329.5,2417,93.9,0.9,132.3,124.575,270,1340.53,1368.44,1357.53,1320.33,13.5,75.18,184.06,2429.7,24,23.47,98.96,3704,NaN,120.3,12.5,10,80.41,0.02,47.9268608,-97.2205963,3.2,0.05,21.5,11.01,-22.32,85,47.47,122.7,28,14,656.84,724.4,-39.9,10.63,NaN,NaN
1586,1111,2353.6,2342.1,2429.6,100.7,0.8,132.3,124.575,270,1339.89,1367.49,1356.18,1318.8,13.5,75.17,184.04,2430.8,24,23.71,98.44,3704,NaN,114.3,12.5,10,80.23,-0.01,47.9266243,-97.2200241,3.2,0.05,21.5,10.77,-21.79,84,47.71,118.5,27.9,14,662.73,708.7,-38.8,10.72,NaN,NaN
1599,1112,2365.6,2354.6,2442.1,106.3,0.9,132.3,124.575,270,1339.94,1366.48,1355.41,1318.69,13.5,75.3,184.07,2427.6,24,23.47,97.89,3704,NaN,109.2,12.5,10,79.85,0.01,47.9264107,-97.2194138,3.2,0.02,21.5,10.29,-21.6,84,47.47,114.1,27.9,14,686.16,712.6,-37.9,10.85,NaN,NaN
1609,1113,2377.6,2365.2,2452.7,109.8,0.9,132.3,124.575,270,1338.78,1365.39,1354.03,1317.91,13.44,75.38,184.05,2422.9,24,23.63,97.43,3704,NaN,104.8,12.5,10,79.23,0,47.9262428,-97.218811,3.2,0.08,21.5,10.13,-20.97,83,47.63,110,27.9,14,702.91,649.6,-37.1,11,NaN,NaN
1619,1114,2386.6,2375.3,2462.8,111.3,0.7,132.3,124.575,270,1337.56,1365,1351.68,1317.73,13.43,75.29,184.02,2420.5,24,23.8,97.11,3704,NaN,100.6,12.5,11,78.17,0,47.9260902,-97.2181625,3.2,0.04,21.2,9.4,-19.73,82,47.8,105.9,27.9,14,656.11,594.5,-36.4,11.18,NaN,NaN
1627,1115,2395.6,2383.6,2471,110.1,0.7,132.3,124.575,270,1339.18,1364.27,1352.17,1318.14,13.43,75.31,184.08,2422.1,24,23.87,96.94,3704,NaN,95.7,12.5,11,78.33,-0.04,47.925972,-97.2175369,3.2,-0.02,21.2,8.64,-16.25,83,47.87,102.2,27.9,14,594.23,555.1,-35.9,11.38,NaN,NaN
1637,1116,2403.6,2392.6,2480.1,109,0.8,132.3,124.575,270,1340.67,1363.37,1349.42,1318.97,13.45,75.11,184.06,2428.6,24,23.38,96.73,3704,NaN,91.7,13,11,79.85,-0.02,47.9258804,-97.2168732,3.2,0.05,21.2,9.1,-11.43,84,47.38,98.9,28,14,564.86,539.4,-35.6,11.61,NaN,NaN
1647,1117,2412.6,2402.7,2490.2,108.6,0.8,132.3,124.575,270,1340.75,1363.26,1347.27,1319.2,13.5,75.17,184.09,2427.7,24,23.37,96.51,3704,NaN,88.3,12.5,11,79.19,-0.07,47.9258041,-97.216217,3.2,-0.05,21.2,9.49,-5.02,83,47.37,96.3,27.9,14,524.02,610.2,-35.3,11.85,NaN,NaN
1658,1118,2426.6,2413.6,2501.1,108.3,0.7,132.3,124.575,270,1341.12,1364.56,1346.48,1319.41,13.43,75.26,184.04,2429.6,24,22.02,96.22,3704,NaN,89,12.5,11,80.02,-0.03,47.9257431,-97.2155609,3.2,0.04,21.2,10.32,-1.67,84,46.02,94.8,27.9,14,600.13,649.6,-35.2,12.11,NaN,NaN
1670,1119,2439.6,2425.8,2513.2,108.3,0.8,132.3,124.575,270,1340.41,1365.18,1348.02,1318.58,13.45,75.15,184.01,2428.5,24,22.64,95.81,3704,NaN,91.4,13,11,80.97,0.02,47.9256897,-97.2148972,3.2,0,21.2,11.29,-0.77,85,46.64,94.3,27.9,14,690.94,724.4,-35.2,12.36,NaN,NaN
1683,1120,2449.6,2439.3,2526.8,109.8,0.8,132.3,124.575,270,1340.21,1364.17,1348.39,1317.91,13.39,75.16,183.98,2418,24,23.26,95.17,3704,NaN,90.5,13,11,79.83,0.01,47.9256325,-97.2142487,3.1,0.17,21,12.6,-0.03,84,47.26,94.4,27.9,14,684.72,807.1,-35.3,12.58,NaN,NaN
1701,1121,2462.6,2456.7,2544.2,114.6,0.8,132.3,124.575,270,1339.61,1364.16,1350.95,1318.12,13.37,74.94,183.93,2418.6,24,23.55,94.26,3704,NaN,89.1,12.5,11,77.71,-0.03,47.9255714,-97.2136154,3.1,-0.1,21,12.49,-0.78,82,47.55,94.4,27.9,14,676.91,976.4,-35.6,12.78,NaN,NaN
1717,1122,2479.6,2473,2560.5,118.4,0.8,132.3,124.575,270,1340.42,1364.46,1351.59,1317.39,13.33,74.65,183.92,2413.6,24,23.52,93.32,3704,NaN,88.8,13,11,78.24,0,47.9255142,-97.2129669,3.1,0.01,21,12.93,-2.22,82,47.52,94.1,27.9,14,816.95,988.2,-36,12.95,NaN,NaN
1735,1123,2494.6,2490.7,2578.2,125.5,0.7,132.3,124.575,270,1340.34,1363.44,1351.98,1316.74,13.37,74.44,183.98,2408.9,24,23.73,92.24,3704,NaN,88.3,12.5,11,77.19,0,47.9254684,-97.2123489,3.1,-0.04,21,12.99,-2.89,81,47.73,93.9,28,14,855.64,1051.2,-36.5,13.11,NaN,NaN
1752,1124,2511.6,2508,2595.5,132.7,0.5,132.3,124.575,270,1338.69,1361.86,1352.67,1318.34,13.33,74.33,183.98,2405.6,24,23.89,91.19,3704,NaN,87.6,12.5,11,76.62,0,47.9254189,-97.2117233,3.1,-0.05,21,13.12,-3.53,81,47.89,93.2,27.9,14,924.38,1035.4,-37,13.25,NaN,NaN
1769,1125,2526.6,2524.7,2612.2,141.2,0.7,132.3,124.575,270,1337.72,1359.57,1351.26,1318.01,13.31,74.56,183.97,2399.3,24,23.96,90.19,3704,NaN,86.8,13,11,75.07,0.01,47.9253769,-97.2111053,3.1,0.01,21,12.76,-4.91,79,47.96,92.5,28,14,942.85,1003.9,-37.6,13.38,NaN,NaN
1785,1126,2541.6,2541,2628.5,148.4,0.8,132.3,124.575,270,1337.14,1357.82,1350.13,1318.19,13.25,74.48,183.98,2397.5,24,23.97,89.36,3704,NaN,85,12.5,11,74.24,-0.02,47.9253464,-97.2105103,3.1,-0.2,21,11.16,-4.31,78,47.97,91.5,28,14,912.31,988.2,-38.1,13.5,NaN,NaN
1797,1127,2559.6,2553,2640.5,150.3,0.8,132.3,124.575,270,1336.83,1355.78,1349.88,1316.97,13.24,74.5,184.03,2396.2,24,24,88.93,3704,NaN,83.2,12.5,11,74.68,-0.03,47.9253159,-97.2098999,3.1,-0.09,21,10.67,-2.86,79,48,90.6,28,14,968.95,779.5,-38.7,13.61,NaN,NaN
1808,1128,2569.6,2563.8,2651.3,150.2,0.9,132.3,124.575,270,1335.37,1355.76,1349.55,1316.84,13.23,74.26,184.09,2396.3,24,24,88.79,3704,NaN,83.1,12.5,10,74.28,-0.01,47.9253006,-97.2092667,3.1,-0.12,20.8,9.21,-1.83,78,48,89.7,28,14,882.82,618.1,-39.3,13.71,NaN,NaN
1814,1129,2580.6,2570.4,2657.8,144.6,0.8,132.3,124.575,270,1335.54,1356.09,1348.06,1317.1,13.23,74.25,184.15,2394.7,24,24,89.05,3704,NaN,83.3,12.5,10,74.52,0,47.9252815,-97.2086639,3.1,-0.11,20.8,8.36,-0.97,79,48,89,28,14,779.19,444.9,-39.8,13.81,NaN,NaN
1819,1130,2587.6,2575.2,2662.7,135.9,0.9,132.3,124.575,270,1334.56,1356.32,1349.28,1316.98,13.21,74.21,184.26,2399.5,24,24,89.57,3704,NaN,82.8,12.5,10,75.03,-0.01,47.9252701,-97.2080536,3.1,-0.06,20.8,7.95,-0.52,79,48,88.6,28,14,636.44,315,-40.3,13.89,NaN,NaN
1823,1131,2592.6,2579,2666.5,122.3,0.9,132.3,124.575,270,1333.23,1354.67,1349.4,1316.88,13.24,74.31,184.34,2403,24,24,90.17,3704,NaN,82.3,12.5,10,76.06,-0.01,47.9252625,-97.2074432,3.1,-0.06,20.8,7.82,-0.36,80,48,88.3,28,14,490.24,240.2,-40.9,13.95,NaN,NaN
1827,1132,2594.6,2582.7,2670.2,109.7,0.7,132.3,124.575,270,1333.85,1353.63,1349.11,1316.05,13.29,74.26,184.42,2404.5,24,24,90.8,3704,NaN,82,12.5,11,76.46,-0.02,47.925251,-97.2067947,3.1,-0.02,20.8,7.2,-1.74,81,48,88,27.9,14,352.63,216.5,-41.4,14,NaN,NaN
1831,1133,2598.6,2587,2674.5,96.3,0.8,132.3,124.575,270,1334.47,1354.31,1346.67,1316.29,13.31,74.45,184.55,2407.5,24,24,91.52,3704,NaN,81.7,13,11,76.22,-0.01,47.9252472,-97.206192,3.1,0,20.8,6.98,-3.22,81,48,87.4,28,14,261.05,224.4,-41.9,14.04,NaN,NaN
1834,1134,2602.6,2590.3,2677.8,82.3,0.8,132.3,124.575,270,1335.13,1353.96,1345.61,1317.44,13.28,74.12,184.65,2406.1,24,24,92.24,3704,NaN,81,12.5,10,77.2,0,47.9252472,-97.2055435,3.1,0.03,20.5,7.14,-4.05,82,48,86.7,28,14,228.57,216.5,-42.5,14.06,NaN,NaN
1839,1135,2604.6,2594.8,2682.2,70,0.7,132.3,124.575,270,1334.21,1354.2,1348.49,1317.9,13.25,74.34,184.71,2414.1,24,24,92.88,3704,NaN,79.9,12.5,10,77.35,-0.01,47.9252586,-97.2049255,3.1,-0.03,20.5,6.93,-5.09,82,48,85.7,28,13,192.12,271.7,-43.1,14.08,NaN,NaN
1844,1136,2611.6,2600.3,2687.7,59.2,0.7,132.3,124.575,270,1336.67,1354.23,1348.19,1318.54,13.27,74.5,184.78,2415.4,24,24,93.36,3704,NaN,78.8,12.5,10,78.9,0,47.9252739,-97.2042465,3.1,0.1,20.5,7.91,-6.04,83,48,84.6,28,14,244.78,307.1,-43.6,14.1,NaN,NaN
1850,1137,2615.6,2606.5,2693.9,53.4,0.7,132.3,124.575,270,1336.91,1356.09,1348.35,1318.23,13.29,74.86,184.83,2415.8,24,24,93.63,3704,NaN,77.1,12.5,11,78.21,0,47.9253006,-97.2036362,3.1,0.01,20.5,8.2,-7.93,83,48,83.3,27.9,14,243.03,381.9,-44.2,14.1,NaN,NaN
1858,1138,2620.6,2613.9,2701.3,50,0.8,132.3,124.575,270,1335.4,1357.54,1346.89,1317.11,13.28,74.9,184.88,2418.1,24,24,93.63,3704,NaN,74.7,12.5,11,78.54,-0.01,47.9253426,-97.2029648,3.1,0.06,20.5,9.09,-7.39,83,48,81.6,28,14,272.68,421.3,-44.8,14.11,NaN,NaN
1866,1139,2625.6,2621.8,2709.2,51.4,0.8,132.3,124.575,270,1332.85,1357.75,1346.96,1315.55,13.28,74.75,184.89,2418.9,24,23.99,93.36,3704,NaN,72,13,11,78.25,-0.05,47.9253883,-97.2023544,3.1,0.04,20.5,9.23,-4.93,83,47.99,80.1,28,14,282.92,535.4,-45.4,14.12,NaN,NaN
1878,1140,2635.6,2633.9,2721.4,58.7,0.8,132.3,124.575,270,1331.36,1357.63,1346.64,1315.62,13.3,74.76,184.94,2415.6,24,23.82,93.09,3704,NaN,71.7,12.5,10,78.12,-0.02,47.9254532,-97.2016907,3.1,0.02,20.2,9.38,-1.44,83,47.82,78.6,28,14,362.52,661.4,-46,14.15,NaN,NaN
1889,1141,2648.6,2645.5,2732.9,66.4,0.7,132.3,124.575,270,1332.74,1357.9,1347.01,1316.14,13.29,74.71,184.99,2414.6,24,23.74,92.88,3704,NaN,72.2,12.5,10,78.78,0,47.9255142,-97.2010956,3.1,0,20.2,10.05,1.31,83,47.74,78.3,28,13,531.92,728.3,-46.6,14.18,NaN,NaN
1903,1142,2660.6,2659.1,2746.7,76.5,0.8,132.3,124.575,270,1331.8,1357.55,1347.29,1316.07,13.29,74.6,185,2414.2,24,23.78,92.64,3704,NaN,72.8,12.5,10,78.48,0.02,47.9255829,-97.2004318,3.1,0,20.2,10.39,4.15,83,47.78,78.3,28,14,644.99,775.6,-47.2,14.2,NaN,NaN
1917,1143,2674.6,2672.5,2760,85.5,0.7,132.3,124.575,270,1332.54,1358.1,1346.76,1314.12,13.26,74.78,184.95,2413.9,24,23.9,92.35,3704,NaN,73.1,12.5,11,78.5,-0.03,47.9256401,-97.1998291,3.1,-0.03,20.2,10.76,6.2,83,47.9,79.1,28,14,711,846.5,-47.8,14.21,NaN,NaN
1931,1144,2690.6,2686.6,2774.2,96.4,0.8,132.3,124.575,270,1334.69,1358.8,1346.48,1313.56,13.28,74.82,184.93,2412.5,24,23.89,92.12,3704,NaN,74.4,12.5,11,78.31,-0.02,47.9256897,-97.1991653,3.1,-0.06,20.2,10.81,6.33,83,47.89,80.2,28,14,813.16,815,-48.4,14.21,NaN,NaN
1943,1145,2704.6,2699.3,2786.9,104.7,1,132.3,124.575,270,1335.19,1357.79,1347.01,1314.52,13.27,74.96,184.91,2410.2,24,23.91,91.89,3704,NaN,76.8,13,11,78.69,-0.01,47.9257317,-97.1985626,3.1,0,20.2,10.36,6.09,83,47.91,81.1,28,14,838.58,763.8,-49,14.2,NaN,NaN
1956,1146,2715.6,2711.8,2799.4,111.7,0.8,132.3,124.575,270,1335.54,1356.85,1346.36,1314.41,13.32,74.7,184.93,2407.7,24,23.98,91.75,3704,NaN,78.5,12.5,10,78.2,0,47.9257698,-97.1979218,3.1,-0.01,20.2,9.85,6.8,83,47.98,82.4,28,14,785.9,752,-49.6,14.17,NaN,NaN
1969,1147,2725.6,2724.6,2812.2,118.3,0.8,132.3,124.575,270,1335.77,1355.66,1346.34,1313.88,13.29,74.67,184.97,2410.2,24,24,91.83,3704,NaN,78.9,12.5,10,77.08,-0.02,47.9257889,-97.1972961,3.1,-0.05,20,9.53,7.33,82,48,83.7,28,13,712.18,748,-50.2,14.12,NaN,NaN
1981,1148,2739.6,2736.7,2824.3,123,0.8,132.3,124.575,270,1334.05,1355.23,1343.91,1314.9,13.31,74.67,184.97,2409.3,24,23.94,92.04,3704,NaN,79.8,12.5,10,77.44,-0.03,47.9258003,-97.19664,3.1,-0.07,20,9.03,6.36,82,47.94,84.9,28,14,724.8,704.7,-50.8,14.05,NaN,NaN
1991,1149,2750.6,2746.6,2834.2,125,0.7,132.3,124.575,270,1333.01,1354.9,1340.89,1314.68,13.25,74.61,184.99,2408.5,24,23.98,92.39,3704,NaN,81.7,12.5,11,77.6,0,47.925808,-97.196022,3.1,-0.04,20,8.69,7.27,82,47.98,85.9,28,14,720,618.1,-51.4,13.98,NaN,NaN
2000,1150,2760.6,2755.8,2843.3,121.9,0.8,132.3,124.575,270,1332.77,1355.11,1338.96,1314.81,13.2,74.28,185.03,2406.9,24,24,92.82,3704,NaN,83.3,12.5,11,77.53,-0.01,47.925808,-97.1953888,3.1,-0.03,20,8.33,7.08,82,48,87.1,28,14,671.57,551.2,-52,13.91,NaN,NaN
2007,1151,2769.6,2763.3,2850.9,118,0.8,132.3,124.575,270,1331.23,1354.35,1338.78,1313.87,13.22,74.36,185.09,2408.3,24,24,93.32,3704,NaN,84.9,13,11,77.6,0,47.9258003,-97.1947479,3.1,-0.02,20,7.99,5.69,82,48,88.3,27.9,14,614.37,496.1,-52.6,13.83,NaN,NaN
2016,1152,2776.6,2771.5,2859.1,112.4,0.8,132.3,124.575,270,1332.76,1354.38,1340.01,1313.58,13.2,74.56,185.17,2411.4,24,24,93.85,3704,NaN,86.3,12.5,10,78.32,0.01,47.9257812,-97.1940994,3.1,0.03,20,7.9,5.47,83,48,89.4,28,14,545.78,472.4,-53.2,13.75,NaN,NaN
2024,1153,2783.6,2779.4,2867,107,0.9,132.3,124.575,270,1333.2,1353.58,1341.86,1314.12,13.22,74.48,185.24,2408.7,24,24,94.37,3704,NaN,86.7,12.5,10,77.94,0,47.9257545,-97.1934662,3.1,-0.01,20,7.55,4.61,83,48,90.4,28,14,467.96,507.9,-53.8,13.66,NaN,NaN
2032,1154,2792.6,2788.2,2875.8,101.6,0.7,132.3,124.575,270,1331.59,1353.65,1341.7,1313.67,13.18,74.43,185.32,2410.7,24,24,94.94,3704,NaN,87.7,12.5,10,78.43,-0.01,47.9257164,-97.1928024,3.1,-0.02,19.8,7.34,4.92,83,48,91.2,28,14,474.62,519.7,-54.5,13.57,NaN,NaN
2040,1155,2801.6,2796.3,2883.9,97,0.6,132.3,124.575,270,1330.95,1353.33,1342.74,1313.07,13.25,74.42,185.43,2413,24,24,95.52,3704,NaN,89.1,12.5,11,78.73,0,47.9256821,-97.1921616,3.1,0.03,19.8,7.46,6.22,83,48,92,28,14,492.83,503.9,-55.1,13.49,NaN,NaN
2049,1156,2809.6,2804.8,2892.4,93,0.7,132.3,124.575,270,1330.96,1353.56,1342.34,1313.75,13.21,74.57,185.49,2418.2,24,24,96.08,3704,NaN,90.5,12.5,11,78.9,-0.01,47.9256325,-97.1914825,3.1,0,19.8,7.51,6.73,84,48,93,28,14,490.93,500,-55.7,13.42,NaN,NaN
2058,1157,2818.6,2813.9,2901.5,89.3,0.7,132.3,124.575,270,1331.13,1354.67,1341.6,1314.19,13.26,75.08,185.59,2418.4,24,24,96.55,3704,NaN,91.8,13,11,79.58,-0.02,47.9255714,-97.1908264,3.1,0,19.8,7.73,6.34,84,48,94.1,28,14,496.9,503.9,-56.3,13.34,NaN,NaN
2067,1158,2826.6,2822.5,2910.1,85.8,0.8,132.3,124.575,270,1331.11,1354.77,1340.97,1313.43,13.27,74.8,185.69,2416.7,24,24,96.94,3704,NaN,93.3,12.5,10,79.8,-0.01,47.9255066,-97.1901627,3.1,0.04,19.8,7.76,5.37,85,48,95.2,28,14,500.44,539.4,-57,13.28,NaN,NaN
2077,1159,2834.6,2832.9,2920.5,86.3,0.9,132.3,124.575,270,1331.15,1354.87,1340.06,1312.36,13.31,74.47,185.73,2419.4,24,24,97.25,3704,NaN,94.2,12.5,10,79.88,-0.01,47.9254379,-97.1894989,3.1,0.01,19.8,7.98,4.44,85,48,96.2,28,13,489.63,598.4,-57.6,13.21,NaN,NaN
2087,1160,2844.6,2843.3,2930.9,87.6,0.9,132.3,124.575,270,1331.03,1353.58,1339.44,1310.77,13.33,74.55,185.81,2419.4,24,24,97.41,3704,NaN,95,12.5,11,79.9,-0.01,47.925354,-97.1888428,3.1,0.03,19.8,8.51,4,85,48,97,28,14,523.52,622,-58.3,13.15,NaN,NaN
2099,1161,2854.6,2854.4,2942,91.1,0.8,132.3,124.575,270,1328.09,1352.83,1339.67,1309.83,13.34,74.81,185.89,2420.7,24,24,97.39,3704,NaN,96.2,13,11,80.23,0.01,47.9252739,-97.1882019,3.1,0.01,19.8,8.78,3.77,85,48,97.7,28,14,559.58,677.2,-58.9,13.1,NaN,NaN
2111,1162,2864.6,2867,2954.6,95.5,0.8,132.3,124.575,270,1327.34,1353.4,1338.71,1309.2,13.41,74.79,185.98,2419.6,24,24,97.21,3704,NaN,96.8,13,11,79.94,-0.01,47.9251785,-97.1875305,3.1,0.03,19.8,9.31,2.7,85,48,98.4,28,14,578.78,744.1,-59.6,13.05,NaN,NaN
2124,1163,2876.6,2879.7,2967.3,100.3,0.7,132.3,124.575,270,1327,1352.47,1340.68,1309.53,13.41,75.07,186.12,2419.1,24,24,96.84,3704,NaN,96.9,13,11,79.81,-0.01,47.925087,-97.186882,3.1,0.02,19.5,9.85,2.57,85,48,98.9,28,14,616.29,803.1,-60.2,13.01,NaN,NaN
2138,1164,2891.6,2894.1,2981.7,105.9,0.7,132.3,124.575,270,1327.12,1351.66,1340.8,1308.95,13.38,74.61,186.26,2421.4,24,24,96.34,3704,NaN,97,13,11,80.04,-0.02,47.9249878,-97.1862335,3.1,-0.01,19.5,9.93,2.19,85,48,99.4,28,14,703.56,834.6,-60.8,12.96,NaN,NaN
2151,1165,2905.6,2907.2,2994.7,110.8,0.7,132.3,124.575,270,1327.45,1352.44,1340.03,1308.62,13.33,74.68,186.37,2413.1,24,24,95.89,3704,NaN,97.6,12.5,11,79.6,0,47.9248886,-97.185585,3.1,-0.08,19.5,9.01,1.55,84,48,99.6,28,13,773.89,818.9,-61.4,12.92,NaN,NaN
2163,1166,2918.6,2918.6,3006.2,113.8,0.8,132.3,124.575,270,1326.45,1350.53,1341.01,1307.24,13.33,74.61,186.48,2409.8,24,24,95.77,3704,NaN,97.7,13,11,78.69,0,47.9247932,-97.1849365,3.1,-0.09,19.5,7.99,2.14,83,48,99.9,28,14,791.75,696.9,-61.8,12.89,NaN,NaN
2171,1167,2930.6,2927.2,3014.8,113.3,0.8,132.3,124.575,270,1325.25,1348.54,1340.88,1306.66,13.26,74.32,186.55,2410.5,24,24,96.01,3704,NaN,97.9,13,11,78.58,0,47.9246941,-97.1843033,3.1,-0.07,19.5,7.27,2.27,83,48,100.1,28,14,772.85,527.6,-62.3,12.85,NaN,NaN
2178,1168,2936.6,2933.8,3021.4,111.3,0.8,132.3,124.575,270,1324.51,1348.62,1339.59,1306.25,13.25,74.31,186.7,2411.1,24,24,96.45,3704,NaN,98.1,13,11,78.64,0.01,47.9245911,-97.1836548,3.1,-0.03,19.5,6.93,2.35,83,48,100.4,27.9,14,645.37,405.5,-62.7,12.82,NaN,NaN
2185,1169,2942.6,2940.6,3028.1,107.6,0.8,132.3,124.575,270,1325.87,1349.18,1340.08,1306.81,13.2,74.3,186.84,2409.2,24,24,97,3704,NaN,98.3,13,11,78.95,-0.01,47.9244766,-97.1830063,3.1,-0.06,19.5,6.73,2.09,84,48,100.7,28,14,509.6,366.1,-63,12.8,NaN,NaN
2190,1170,2948.6,2945.5,3033,102.1,0.7,132.3,124.575,270,1325.43,1348.49,1343.59,1306.19,13.16,74.31,186.96,2414,24,24,97.54,3704,NaN,98.7,13,11,79.38,0,47.9243698,-97.1823578,3.1,0.04,19.2,6.91,1.34,84,48,101,28,14,428.1,322.8,-63.3,12.79,NaN,NaN
2196,1171,2952.6,2951.7,3039.2,97.2,0.7,132.3,124.575,270,1324.98,1347.82,1341.93,1306.42,13.22,74.59,187.02,2418.1,24,23.92,98.05,3704,NaN,98.8,12.5,11,79.41,0,47.9242554,-97.1817093,3.1,0.02,19.2,7.06,2.23,84,47.92,101.2,28,14,341.53,338.6,-63.5,12.78,NaN,NaN
2202,1172,2958.6,2957.7,3045.3,90.7,1,132.3,124.575,270,1326.78,1347.9,1339.72,1306.24,13.21,74.97,187.11,2421.9,24,23.78,98.48,3704,NaN,99,12.5,10,79.95,-0.01,47.9241409,-97.1810455,3.1,0.02,19.2,7.47,1.86,85,47.78,101.4,28,14,332.87,362.2,-63.7,12.79,NaN,NaN
2209,1173,2964.6,2965,3052.6,85.3,0.8,132.3,124.575,270,1328.47,1348.58,1338.05,1306.88,13.26,75.13,187.23,2422.9,24,23.84,98.75,3704,NaN,99.7,12.5,10,80.56,-0.01,47.9240227,-97.1803894,3.1,0.02,19.2,7.87,2.27,86,47.84,101.7,28,14,335.87,429.1,-63.8,12.81,NaN,NaN
2218,1174,2971.6,2973.8,3061.4,79.7,0.8,132.3,124.575,270,1328.94,1349.58,1338.39,1306.77,13.29,74.64,187.28,2422,24,23.91,98.84,3704,NaN,100.1,12.5,11,80.71,0,47.9239044,-97.1797333,3.1,0.03,19.2,8.53,3.09,86,47.91,102.1,28,14,352.66,519.7,-63.9,12.83,NaN,NaN
2227,1175,2980.6,2983.3,3070.8,76.1,0.9,132.3,124.575,270,1327.09,1349.83,1339.83,1306.36,13.29,74.63,187.36,2418.7,24,23.93,98.79,3704,NaN,100.6,13,11,80.63,-0.01,47.9237823,-97.1790848,3.1,0,19.2,9.03,2.74,86,47.93,102.6,28,14,412.42,602.4,-64,12.86,NaN,NaN
2239,1176,2990.6,2994.8,3082.4,76.2,0.7,132.3,124.575,270,1326.88,1351.12,1341.2,1306.65,13.27,74.6,187.41,2418.7,24,23.99,98.51,3704,NaN,101.3,12.5,10,80.41,0.01,47.9236526,-97.178421,3.1,0.03,19.2,9.67,1.56,85,47.99,103.1,28,14,494.82,661.4,-64,12.88,NaN,NaN
2250,1177,2999.6,3006.1,3093.7,78.9,0.7,132.3,124.575,270,1325.49,1351.09,1340.09,1306.94,13.25,74.73,187.44,2415.9,24,24,98.16,3704,NaN,101.6,12.5,10,79.69,-0.02,47.9235229,-97.1777725,3.1,-0.01,19.2,10.06,1.19,85,48,103.4,28,14,532.18,728.3,-64,12.92,NaN,NaN
2263,1178,3012.6,3018.4,3106,84.6,0.7,132.3,124.575,270,1324.42,1349.92,1341.41,1306.38,13.23,74.55,187.51,2411.4,24,23.98,97.7,3704,NaN,101.2,12.5,10,79.1,-0.01,47.9233932,-97.1771393,3.1,0.02,19.2,10.6,0.64,84,47.98,103.6,28,14,595.87,744.1,-64,12.95,NaN,NaN
2280,1179,3023.6,3031.4,3119,90.9,0.7,132.3,124.575,270,1323.56,1348.66,1341.23,1305.87,13.27,75.1,187.62,2413.6,24,23.92,97.08,3704,NaN,101,12.5,10,79.13,-0.04,47.9232674,-97.1764984,3.1,-0.01,19.2,10.35,0.49,84,47.92,103.7,28,14,645.27,783.5,-64,12.99,NaN,NaN
2293,1180,3035.6,3045.1,3132.7,99.7,0.7,132.3,124.575,270,1323.04,1348.24,1340.72,1305.98,13.28,74.9,187.72,2409,24,23.86,96.51,3704,NaN,101.9,19,11,78.71,-0.01,47.9231377,-97.1758575,3.1,-0.03,19.2,9.88,0.3,84,47.86,103.6,28,15,685.48,818.9,-63.9,13.04,NaN,NaN
2307,1181,3050.6,3058.9,3146.5,107.3,0.8,132.3,124.575,270,1322.17,1347.49,1341.16,1306.33,13.25,74.52,187.81,2409.8,24,23.97,96.03,3704,NaN,102.1,19.5,11,78.66,0.05,47.923008,-97.1752243,3.1,0.12,19,10.87,-0.58,84,47.97,103.6,28,15,745.03,791.3,-63.9,13.08,NaN,NaN
2320,1182,3059.6,3072.2,3159.8,114.5,0.8,132.3,124.575,270,1322.89,1347.18,1342.31,1305.34,13.24,74.37,187.84,2413.3,24,24,95.37,3704,NaN,99.7,19.5,11,77.88,-0.05,47.9228783,-97.1746063,3.1,-0.02,19,10.94,0.05,83,48,103.7,27.9,15,685.63,834.6,-63.8,13.11,NaN,NaN
2333,1183,3072.6,3088.4,3176,123.4,0.7,132.3,124.575,270,1323.4,1346.46,1343.63,1304.36,13.24,74.04,187.9,2410.2,24,23.25,94.65,3704,NaN,99.9,18.5,11,77.77,-0.01,47.92276,-97.1739731,3.1,-0.12,19,9.87,-1.69,83,47.25,103.2,28,14,723.92,893.7,-63.6,13.15,NaN,NaN
2347,1184,3091.6,3102.7,3190.3,128.9,0.7,132.3,124.575,270,1322.34,1346.33,1344.33,1303.49,13.23,73.83,188.03,2410.8,24,23.47,94.14,3704,NaN,101.2,18.5,11,78.8,0.01,47.9226379,-97.1733475,3.1,0.05,19,10.48,-0.62,84,47.47,102.9,28,14,844.37,850.4,-63.3,13.18,NaN,NaN
